Accuracy,acc_std,backdegree,Reaction Times Mean,Reaction Times Median
0.9310344827586207,0.2533954906327426,1,0.062222903296027234,0.0600006567497644
1.0,0.0,2,0.10379423954985122,0.09000098512461818
1.0,0.0,3,0.10500114931204894,0.1150012587703344
0.8214285714285714,0.3829930462415574,4,0.13958486118863966,0.13000142295781103
0.9117647058823529,0.28363678708802803,5,0.1045465988821237,0.11000120404116842
1.0,0.0,6,0.10178682841475149,0.11500125877032019
0.9,0.3,7,0.1178584329012874,0.1300014229577755
