Accuracy,acc_std,backdegree,Reaction Times Mean,Reaction Times Median
0.5,0.5,1,0.17214489583227657,0.1600018948814359
0.2413793103448276,0.42791978089623633,2,0.19414023021177457,0.18000213174163093
0.40540540540540543,0.4909703276914852,3,0.18648869504763707,0.17000201331154585
0.30434782608695654,0.4601306627938419,4,0.18608916035124917,0.18000213174161672
0.42857142857142855,0.49487165930539345,5,0.19714519190749108,0.1900022501716876
0.21428571428571427,0.410325903324145,6,0.2142882520733766,0.19000225017180128
0.1111111111111111,0.3142696805273545,7,0.19185412395507562,0.1900022501716876
