hamming_dist,globalAccuracy,mix_accuracy,threshold_type,backdegree,commit?,pathway_intersection
0.8888888888888888,0.71,0.47691690084303495,2,2.0,1,13
0.8888888888888888,0.57,0.6727272727272727,2,3.0,1,13
0.8888888888888888,0.85,1.0,2,4.0,1,13
0.8888888888888888,0.89,1.0,2,5.0,1,13
0.8888888888888888,0.91,1.0,2,6.0,1,13
