hamming_dist,globalAccuracy,mix_accuracy,threshold_type,backdegree,commit?,pathway_intersection
0.8888888888888888,0.48,0.4995998398718718,1,2.0,1,13
0.8888888888888888,0.53,0.49909918853871116,1,3.0,1,13
0.8888888888888888,0.56,0.4963869458396343,1,4.0,1,13
0.8888888888888888,0.45,0.49749371855331,1,5.0,1,13
0.8888888888888888,0.41,0.49183330509431744,1,6.0,1,13
