hamming_dist,globalAccuracy,mix_accuracy,threshold_type,backdegree,commit?,pathway_intersection
0.8888888888888888,0.48,0.0,1,2.0,1,13
0.8888888888888888,0.53,0.0,1,3.0,1,13
0.8888888888888888,0.56,0.0,1,4.0,1,13
0.8888888888888888,0.45,0.0,1,5.0,1,13
0.8888888888888888,0.41,0.0,1,6.0,1,13
